Col1,__SourceFile
HSN   DA5    -  -  -  -  1 VA6     -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT_correct.txt
HSN   DA6    -  -  -  1  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT_correct.txt
HSN   AVG    -  -  1  -  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT_correct.txt
HSN   AVE    -  -  -  -  1 AVD     wt1,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT_correct.txt
HSN   Vm2    -  -  -  -  1 VC2     wt1,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT_correct.txt
HSN   VC5    -  -  -  5  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   NMJ    -  -  -  2  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   NMJ    -  -  -  -  1 VC2     -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   SABV   -  -  -  1  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   SABV   -  -  -  -  2 AVD     -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   AVD    -  -  -  -  2 SABV    -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   AVD    -  -  -  -  1 AVE     wt1,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   BDU    -  1  -  -  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   BDU    -  -  2  -  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   AVL    -  1  -  -  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   SABD   -  -  -  1  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   VC2    -  -  -  -  1 NMJ     -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   VC2    -  -  -  -  1 Vm2     wt1,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   AS5    -  -  -  1  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   PLM    -  2  -  -  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   AVB    -  1  -  -  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   AVJ    -  1  -  -  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   PVQ    -  1  -  -  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   PVN    -  -  1  -  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   VA6    -  -  -  -  1 DA5     -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   DA5    -  -  -  -  1 VA6     -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   DA6    -  -  -  1  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
HSN   AVG    -  -  1  -  - -       -,_extracted_txt/Ce_synapse_UNIX/Ce_synapse/White_Table/neurons/HSN_WT.txt
